vinícola,vinho,ano,avaliação,num_avaliações,região,preço,tipo,corpo,acidez,Categoria
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2014.0,4.3,685,Rioja,50.0,Rioja Red,4,3,Vinhos Tintos
Remelluri,Granja Gran Reserva Rioja,2009.0,4.3,682,Rioja,57.8,Rioja Red,4,3,Vinhos Tintos
Marques de Riscal,Reserva XR,2016.0,4.3,676,Rioja,21.24,Rioja Red,4,3,Vinhos Tintos
Condado de Haza,Alenza Ribera del Duero Gran Reserva,2006.0,4.3,675,Ribera del Duero,70.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Enate,Chardonnay Fermentado en Barrica,2019.0,4.3,674,Somontano,15.75,Chardonnay,4,3,Vinhos Brancos
Ordonez,Vatan Tinta de Toro,2016.0,4.3,665,Toro,26.0,Toro Red,5,3,Vinhos Tintos
Lan,A Mano Rioja,2016.0,4.3,663,Rioja,25.82,Rioja Red,4,3,Vinhos Tintos
Marques de Riscal,Baron de Chirel Rioja Reserva,2014.0,4.3,661,Rioja,62.95,Rioja Red,4,3,Vinhos Tintos
Volver,Alicante Bouschet by Tarima,2017.0,4.3,658,Alicante,17.15,Red,4,3,Vinhos Tintos
Arzuaga,Reserva Ribera del Duero,2014.0,4.3,641,Ribera del Duero,33.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Alvaro Palacios,Finca Dofi,2011.0,4.3,613,Priorato,80.0,Priorat Red,4,3,Vinhos Tintos
Alvaro Palacios,Finca Dofi,2013.0,4.3,605,Priorato,80.0,Priorat Red,4,3,Vinhos Tintos
Enate,Chardonnay Fermentado en Barrica,2018.0,4.3,603,Somontano,16.9,Chardonnay,4,3,Vinhos Brancos
Garmon,Ribera del Duero,2017.0,4.3,598,Ribera del Duero,40.92,Ribera Del Duero Red,5,3,Vinhos Tintos
Clos Mogador,Priorat,2008.0,4.3,592,Priorato,95.0,Priorat Red,4,3,Vinhos Tintos
Bodegas Tradicion,Oloroso Tradicion Vors 30 Years,,4.3,590,Jerez Oloroso,58.9,Sherry,4,3,Vinhos Fortificados
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2011.0,4.3,582,Rias Baixas,30.89,Albarino,3,3,Vinhos Brancos
Carmelo Rodero,Ribera del Duero TSM,2019.0,4.3,577,Ribera del Duero,67.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Abadia Retuerta,Pago Valdebellon,2015.0,4.3,569,Sardon de Duero,67.45,Cabernet Sauvignon,4,3,Vinhos Tintos
Figuero,Vinas Viejas,2016.0,4.3,567,Ribera del Duero,16.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Lan,A Mano Rioja,2012.0,4.3,559,Rioja,30.71,Rioja Red,4,3,Vinhos Tintos
Dominio de Atauta,Dominio de Atauta,2017.0,4.3,556,Ribera del Duero,25.25,Ribera Del Duero Red,5,3,Vinhos Tintos
Protos,Gran Reserva,2014.0,4.3,553,Ribera del Duero,41.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Dominio de Cair,Tierras de Cair Reserva,2012.0,4.3,535,Ribera del Duero,38.3,Ribera Del Duero Red,5,3,Vinhos Tintos
Carmelo Rodero,Crianza,2019.0,4.3,533,Ribera del Duero,19.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Protos,Seleccion Finca el Grajo Viejo,2014.0,4.3,530,Ribera del Duero,59.87,Ribera Del Duero Red,5,3,Vinhos Tintos
Familia Torres,Perpetual,2016.0,4.3,530,Priorato,63.5,Priorat Red,4,3,Vinhos Tintos
Clos Erasmus,Laurel,2017.0,4.3,527,Priorato,46.88,Priorat Red,4,3,Vinhos Tintos
Clos Mogador,Priorat,2006.0,4.3,527,Priorato,95.0,Priorat Red,4,3,Vinhos Tintos
Alvaro Palacios,Finca Dofi,2017.0,4.3,522,Priorato,99.9,Priorat Red,4,3,Vinhos Tintos
Teso La Monja,Victorino,2011.0,4.3,517,Toro,47.01,Toro Red,5,3,Vinhos Tintos
Dominio de Cair,Seleccion La Aguilera,2016.0,4.3,511,Ribera del Duero,15.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Torre de Ona,Finca Martelo,2015.0,4.3,512,Rioja,21.15,Rioja Red,4,3,Vinhos Tintos
Ferrer Bobet,Priorat Vinyes Velles,2011.0,4.3,501,Priorato,49.9,Priorat Red,4,3,Vinhos Tintos
Remirez de Ganuza,Rioja Blanco,2018.0,4.3,495,Rioja,23.83,Rioja White,3,3,Vinhos Brancos
Lustau,Pedro Ximenez Murillo Seleccion del Centenario,,4.3,481,Jerez-Xeres-Sherry,40.0,Pedro Ximenez,5,1,Vinhos Fortificados
Vinedos de Paganos,El Puntido,2016.0,4.3,474,Rioja,33.0,Rioja Red,4,3,Vinhos Tintos
Abadia Retuerta,Pago Negralada,2015.0,4.3,474,Sardon de Duero,67.82,Tempranillo,4,2,Vinhos Tintos
Ramon Bilbao,Mirto,2014.0,4.3,473,Rioja,48.34,Rioja Red,4,3,Vinhos Tintos
Muga,Torre Muga,2005.0,4.3,468,Rioja,99.9,Rioja Red,4,3,Vinhos Tintos
Alvaro Palacios,Vi de Vila Gratallops,2017.0,4.3,463,Priorato,54.9,Priorat Red,4,3,Vinhos Tintos
Martinet,Clos Martinet,2005.0,4.3,461,Priorato,116.05,Priorat Red,4,3,Vinhos Tintos
Alvaro Palacios,Vi de Vila Gratallops,2016.0,4.3,461,Priorato,48.75,Priorat Red,4,3,Vinhos Tintos
Alion,Ribera del Duero,2000.0,4.3,456,Ribera del Duero,98.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Faustino,I Gran Reserva,1964.0,4.3,454,Rioja,272.0,Rioja Red,4,3,Vinhos Tintos
Contino,Rioja Gran Reserva,2015.0,4.3,453,Rioja,40.45,Rioja Red,4,3,Vinhos Tintos
Bodegas Roda,Roda Reserva Rioja,2004.0,4.3,452,Rioja,81.35,Rioja Red,4,3,Vinhos Tintos
Bodegas Faustino,I Gran Reserva,1970.0,4.3,449,Rioja,206.91,Rioja Red,4,3,Vinhos Tintos
Ossian,Vinas Viejas Verdejo,2017.0,4.3,449,Castilla y Leon,42.0,Verdejo,3,3,Vinhos Brancos
Monte Real,Gran Reserva,1998.0,4.3,445,Rioja,34.9,Rioja Red,4,3,Vinhos Tintos
Hacienda Monasterio,Reserva,2013.0,4.3,431,Ribera del Duero,53.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Remirez de Ganuza,Rioja Vina Coqueta,2008.0,4.3,429,Rioja,56.76,Rioja Red,4,3,Vinhos Tintos
Protos,Seleccion Finca el Grajo Viejo,2010.0,4.3,427,Ribera del Duero,62.74,Ribera Del Duero Red,5,3,Vinhos Tintos
St. Petroni,Vermello Vermu,,4.3,424,Galicia,10.89,,0,0,Outros
Pintia,Toro,2003.0,4.3,422,Toro,107.0,Toro Red,5,3,Vinhos Tintos
Marques de Murrieta,Capellania Reserva,2016.0,4.3,422,Rioja,32.33,Rioja White,3,3,Vinhos Brancos
Llanos Negros,Los Tabaqueros,2006.0,4.3,419,La Palma,21.95,,0,0,Outros
Finca Torremilanos,Torre Albeniz Reserva Ribera del Duero,2016.0,4.3,419,Ribera del Duero,28.85,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1998.0,4.3,418,Rioja,160.0,Rioja Red,4,3,Vinhos Tintos
Aster,Finca El Otero,2016.0,4.3,411,Ribera del Duero,26.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Comenge,Familia Comenge Reserva,2016.0,4.3,410,Ribera del Duero,21.3,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2013.0,4.3,405,Rioja,42.0,Rioja Red,4,3,Vinhos Tintos
Bodegas Valduero,Tierra Alta de 2 Cotas Reserva,2014.0,4.3,407,Ribera del Duero,30.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1989.0,4.3,404,Rioja,160.0,Rioja Red,4,3,Vinhos Tintos
Bodegas Aragonesas,Fagus de Coto de Hayas Garnacha,2017.0,4.3,398,Aragon,21.02,Grenache,5,3,Vinhos Tintos
Mustiguillo,Finca Terrerazo,2018.0,4.3,397,El Terrerazo,22.8,Red,4,3,Vinhos Tintos
Clos Erasmus,Laurel,2018.0,4.3,397,Priorato,36.57,Priorat Red,4,3,Vinhos Tintos
Alvaro Palacios,Finca Dofi,2009.0,4.3,384,Priorato,85.0,Priorat Red,4,3,Vinhos Tintos
Avancia,Godello,2019.0,4.3,375,Valdeorras,23.4,,0,0,Outros
Clos Mogador,Priorat,2005.0,4.3,375,Priorato,110.0,Priorat Red,4,3,Vinhos Tintos
Cepa 21,Malabrigo Ribera del Duero,2015.0,4.3,374,Ribera del Duero,53.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Vinedos de Paganos,El Puntido,2017.0,4.3,371,Rioja,35.95,Rioja Red,4,3,Vinhos Tintos
Morca,Godina Garnacha,2019.0,4.3,370,Campo de Borja,16.25,Grenache,5,3,Vinhos Tintos
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2011.0,4.3,370,Ribera del Duero,498.61,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Tomares,Rioja Gran Reserva,2010.0,4.3,368,Rioja,25.95,Red,4,3,Vinhos Tintos
Sierra Cantabria,Coleccion Privada,2017.0,4.3,366,Rioja,29.01,Rioja Red,4,3,Vinhos Tintos
Vall Llach,Porrera Vi de Vila,2012.0,4.3,364,Priorato,40.5,Priorat Red,4,3,Vinhos Tintos
Quinta Sardonia,QS,2014.0,4.3,358,Castilla y Leon,35.85,Red,4,3,Vinhos Tintos
Comenge,Don Miguel Comenge Reserva,2011.0,4.3,355,Ribera del Duero,38.4,Ribera Del Duero Red,5,3,Vinhos Tintos
Abadal,3.9,2017.0,4.3,345,Pla de Bages,20.65,Red,4,3,Vinhos Tintos
Bodega Numanthia,Numanthia,2016.0,4.3,345,Toro,39.53,Toro Red,5,3,Vinhos Tintos
Pago de Vallegarcia,Montes de Toledo Syrah,2018.0,4.3,344,Castilla,25.31,Syrah,4,3,Vinhos Tintos
Alvaro Palacios,Vi de Vila Gratallops,2018.0,4.3,344,Priorato,53.95,Priorat Red,4,3,Vinhos Tintos
Hermanos Pecina,Finca Iscorta Gran Reserva,2010.0,4.3,334,Rioja,27.0,Rioja Red,4,3,Vinhos Tintos
Abadia Retuerta,Le Domaine Blanco de Guarda,2016.0,4.3,327,Sardon de Duero,36.95,,0,0,Outros
Biniagual,Finca Biniagual Veran,2017.0,4.3,322,Binissalem-Mallorca,26.5,Red,4,3,Vinhos Tintos
Breca,Brega Garnacha,2017.0,4.3,317,Calatayud,27.9,Grenache,5,3,Vinhos Tintos
Pintia,Toro,2001.0,4.3,315,Toro,189.45,Toro Red,5,3,Vinhos Tintos
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2010.0,4.3,312,Rioja,90.0,Rioja Red,0,0,Vinhos Tintos
Abadia Retuerta,Le Domaine Blanco de Guarda,2018.0,4.3,309,Sardon de Duero,34.1,,0,0,Outros
Pradorey,Elite,2017.0,4.3,301,Ribera del Duero,35.51,Ribera Del Duero Red,0,0,Vinhos Tintos
Terras Gauda,La Mar,2018.0,4.3,301,Rias Baixas,27.7,Albarino,0,0,Vinhos Brancos
Abadia Retuerta,Pago Garduna,2015.0,4.3,299,Castilla y Leon,75.0,Syrah,0,0,Vinhos Tintos
Bodegas Faustino,I Gran Reserva,1982.0,4.3,298,Rioja,425.0,Rioja Red,0,0,Vinhos Tintos
Teso La Monja,Victorino,2018.0,4.3,298,Toro,35.51,Toro Red,0,0,Vinhos Tintos
Ramon Bilbao,Mirto,2015.0,4.3,297,Rioja,33.9,Rioja Red,0,0,Vinhos Tintos
Marques de Riscal,Rioja Reserva,1994.0,4.3,296,Rioja,65.0,Rioja Red,0,0,Vinhos Tintos
Antidoto,La Hormiga de Antidoto,2018.0,4.3,293,Ribera del Duero,45.0,Ribera Del Duero Red,0,0,Vinhos Tintos
Alvaro Palacios,Finca Dofi,2018.0,4.3,292,Priorato,84.9,Priorat Red,0,0,Vinhos Tintos
Jaro,Chafandin,2015.0,4.3,290,Ribera del Duero,27.85,Ribera Del Duero Red,0,0,Vinhos Tintos
Pago de Los Capellanes,Reserva Tinto,2018.0,4.3,287,Ribera del Duero,30.99,Ribera Del Duero Red,0,0,Vinhos Tintos
Clos Mogador,Nelin Priorat,2016.0,4.3,290,Priorato,36.5,,0,0,Outros
Bodega Tesalia,Arcos de la Frontera,2017.0,4.3,284,Andalucia,25.9,Red,0,0,Vinhos Tintos
Pazo de Rubianes,Albarino,2020.0,4.3,281,Rias Baixas,13.75,Albarino,0,0,Vinhos Brancos
Allende,Calvario Rioja,2006.0,4.3,279,Rioja,53.35,Rioja Red,0,0,Vinhos Tintos
Mas d'en Gil,Clos Fonta Priorat,2014.0,4.3,278,Priorato,54.5,Priorat Red,0,0,Vinhos Tintos
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2014.0,4.3,275,Rioja,90.15,Rioja Red,0,0,Vinhos Tintos
Godeval,Cepas Vellas Godello,2019.0,4.3,272,Valdeorras,18.48,,0,0,Outros
Contino,Vina del Olivo,2007.0,4.3,272,Rioja,92.0,Rioja Red,0,0,Vinhos Tintos
Dominio del Bendito,Las Sabias,2017.0,4.3,270,Toro,22.55,Toro Red,0,0,Vinhos Tintos
Clos Galena,Galena,2016.0,4.3,264,Priorato,17.95,Priorat Red,0,0,Vinhos Tintos
Alvaro Palacios,Finca Dofi,2010.0,4.3,263,Priorato,85.0,Priorat Red,0,0,Vinhos Tintos
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2019.0,4.3,260,Ribera del Duero,26.9,Ribera Del Duero Red,0,0,Vinhos Tintos
Contino,Vina del Olivo,2011.0,4.3,260,Rioja,63.95,Rioja Red,4,3,Vinhos Tintos
Bodegas Olarra,Cerro Anon Rioja Gran Reserva,2015.0,4.3,258,Rioja,12.9,Rioja Red,4,3,Vinhos Tintos
Castell d'Encus,Ekam,2019.0,4.3,257,Costers del Segre,24.61,,0,0,Outros
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2009.0,4.3,251,Ribera del Duero,107.74,Ribera Del Duero Red,5,3,Vinhos Tintos
Martinet,Clos Martinet,2004.0,4.3,249,Priorato,162.5,Priorat Red,4,3,Vinhos Tintos
Ordonez,Vatan Tinta de Toro,2018.0,4.3,247,Toro,33.6,Toro Red,5,3,Vinhos Tintos
Enate,Chardonnay Fermentado en Barrica,2020.0,4.3,244,Somontano,16.9,Chardonnay,4,3,Vinhos Brancos
Scala Dei,Masdeu,2013.0,4.3,242,Priorato,84.9,Priorat Red,4,3,Vinhos Tintos
Francisco Barona,Ribera Del Duero,2019.0,4.3,242,Ribera del Duero,30.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Dominio do Bibei,Lapola,2017.0,4.3,241,Ribeira Sacra,21.8,,0,0,Outros
Taron,Pantocrator,2010.0,4.3,241,Rioja Alta,19.9,Rioja Red,4,3,Vinhos Tintos
Castillo de Cuzcurrita,Senorio de Cuzcurrita Rioja,2017.0,4.3,239,Rioja,24.37,Rioja Red,4,3,Vinhos Tintos
Castillo Perelada,Finca Malaveina,2018.0,4.3,239,Emporda,18.88,Red,4,3,Vinhos Tintos
Orben,Malpuesto,2017.0,4.3,239,Rioja,30.3,Rioja Red,4,3,Vinhos Tintos
Penafiel,Silencio de Miros Ribera Del Duero,2015.0,4.3,239,Ribera del Duero,42.35,Ribera Del Duero Red,5,3,Vinhos Tintos
Abadia Retuerta,Pago Valdebellon,2014.0,4.3,237,Sardon de Duero,64.5,Cabernet Sauvignon,4,3,Vinhos Tintos
Clos Figueras,Clos Figueres,2012.0,4.3,237,Priorato,49.61,Priorat Red,4,3,Vinhos Tintos
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1995.0,4.3,234,Rioja,145.0,Rioja Red,4,3,Vinhos Tintos
Jorge Ordonez,No. 2 Victoria,2017.0,4.3,232,Malaga,21.4,,0,0,Outros
Ontanon,Queiron Mi Lugar,2018.0,4.3,232,Rioja,21.5,Rioja Red,4,3,Vinhos Tintos
Remelluri,Rioja Blanco,2016.0,4.3,227,Rioja,55.0,Rioja White,3,3,Vinhos Brancos
Familia Torres,Purgatori Costers del Segre,2018.0,4.3,228,Costers del Segre,27.9,Red,4,3,Vinhos Tintos
Sonsierra,Perfume de Sonsierra,2014.0,4.3,227,Rioja Alta,28.5,Rioja Red,4,3,Vinhos Tintos
Jaro,Chafandin,2011.0,4.3,223,Ribera del Duero,25.65,Ribera Del Duero Red,5,3,Vinhos Tintos
Artadi,Valdegines,2017.0,4.3,223,Vino de Espana,43.95,Tempranillo,4,2,Vinhos Tintos
Martinet,Clos Martinet,2017.0,4.3,222,Priorato,60.45,Priorat Red,4,3,Vinhos Tintos
Vins Miquel Gelabert,Chardonnay Roure,2018.0,4.3,221,Pla i Llevant,30.3,Chardonnay,4,3,Vinhos Brancos
Contino,Rioja Graciano,2015.0,4.3,220,Rioja,62.5,Rioja Red,4,3,Vinhos Tintos
Clos Figueras,Clos Figueres,2016.0,4.3,219,Priorato,57.49,Priorat Red,4,3,Vinhos Tintos
Martinet,Clos Martinet,2010.0,4.3,218,Priorato,127.2,Priorat Red,4,3,Vinhos Tintos
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1994.0,4.3,216,Rioja,182.0,Rioja Red,4,3,Vinhos Tintos
Tresmano - Tr3smano,Vendimia,2018.0,4.3,215,Ribera del Duero,34.25,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodega Tesalia,ARX Arcos de la Frontera,2018.0,4.3,215,Andalucia,15.9,Red,4,3,Vinhos Tintos
Losada,La Bienquerida,2017.0,4.3,213,Bierzo,37.35,Mencia,3,3,Vinhos Tintos
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2012.0,4.3,211,Ribera del Duero,259.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Chivite,Navarra Reserva Coleccion 125,2015.0,4.3,211,Navarra,20.5,Red,4,3,Vinhos Tintos
Bodega de Bardos,Suprema 30 Meses,2012.0,4.3,210,Ribera del Duero,24.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Alvaro Palacios,Finca Dofi,2007.0,4.3,209,Priorato,80.0,Priorat Red,4,3,Vinhos Tintos
Venus la Universal,Venus,2009.0,4.3,207,Montsant,59.55,Montsant Red,4,3,Vinhos Tintos
Vall Llach,Porrera Vi de Vila,2016.0,4.3,205,Priorato,50.67,Priorat Red,4,3,Vinhos Tintos
Bodegas Roda,Roda I Reserva Rioja,2001.0,4.3,202,Rioja,91.0,Rioja Red,4,3,Vinhos Tintos
Alvaro Palacios,Finca Dofi,2000.0,4.3,202,Priorato,88.0,Priorat Red,4,3,Vinhos Tintos
Clos Figueras,Clos Figueres,2015.0,4.3,201,Priorato,70.89,Priorat Red,4,3,Vinhos Tintos
Casa Castillo,Pie Franco,2016.0,4.3,200,Jumilla,59.9,Monastrell,5,3,Vinhos Tintos
El Grillo y La Luna,Grillo,2012.0,4.3,200,Somontano,32.9,Red,4,3,Vinhos Tintos
Tridente,Prieto Picudo,2016.0,4.3,198,Castilla y Leon,21.4,Red,4,3,Vinhos Tintos
Ferrer Bobet,Seleccio Especial Vinyes Velles,2014.0,4.3,197,Priorato,64.0,Priorat Red,4,3,Vinhos Tintos
Marques de Grinon,Emeritvs (Emeritus),2011.0,4.3,197,Dominio de Valdepusa,47.0,Red,4,3,Vinhos Tintos
Remelluri,Rioja Blanco,2014.0,4.3,196,Rioja,60.25,Rioja White,3,3,Vinhos Brancos
De Moya,Sofia,2018.0,4.3,195,Valencia,15.9,Red,4,3,Vinhos Tintos
Campillo,Finca Cuesta Clara Raro Reserva,2011.0,4.3,194,Rioja,32.0,Rioja Red,4,3,Vinhos Tintos
Artadi,Pagos Viejos,2013.0,4.3,193,Vino de Espana,62.5,Tempranillo,4,2,Vinhos Tintos
Tomas Postigo,Fermentado En Barrica Blanco,2017.0,4.3,193,Castilla y Leon,24.5,Verdejo,3,3,Vinhos Brancos
Martinet,Clos Martinet,2006.0,4.3,192,Priorato,110.0,Priorat Red,4,3,Vinhos Tintos
Mas Doix,Doix,2012.0,4.3,191,Priorato,82.0,Priorat Red,4,3,Vinhos Tintos
Abadia Retuerta,Pago Valdebellon,2010.0,4.3,191,Sardon de Duero,55.0,Cabernet Sauvignon,4,3,Vinhos Tintos
Clos d'Agon,Tinto,2014.0,4.3,190,Cataluna,36.5,Red,4,3,Vinhos Tintos
Abadia Retuerta,Le Domaine Blanco de Guarda,2014.0,4.3,190,Sardon de Duero,123.82,,0,0,Outros
Martinet,Clos Martinet,2013.0,4.3,189,Priorato,114.6,Priorat Red,4,3,Vinhos Tintos
Artadi,Pagos Viejos,2001.0,4.3,189,Vino de Espana,130.0,Tempranillo,4,2,Vinhos Tintos
Garmon,Ribera del Duero,2018.0,4.3,188,Ribera del Duero,33.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Valduero,Ribera Del Duero Gran Reserva,2010.0,4.3,187,Ribera del Duero,62.8,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Mauro,Godello Blanco,2017.0,4.3,186,Bierzo,34.5,,0,0,Outros
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2014.0,4.3,184,Ribera del Duero,92.24,Ribera Del Duero Red,5,3,Vinhos Tintos
Pago de Vallegarcia,Hipperia Red Blend,2016.0,4.3,184,Castilla,36.11,Red,4,3,Vinhos Tintos
Clos d'Agon,Tinto,2015.0,4.3,184,Cataluna,56.92,Red,4,3,Vinhos Tintos
Martinet,Clos Martinet,2012.0,4.3,178,Priorato,117.3,Priorat Red,4,3,Vinhos Tintos
Jean Leon,Vinya La Scala Gran Reserva Cabernet Sauvignon,2013.0,4.3,177,Penedes,41.9,Cabernet Sauvignon,4,3,Vinhos Tintos
Bodegas Ateca,Atteca Armas Garnacha Old Vines,2017.0,4.3,176,Calatayud,32.9,Grenache,5,3,Vinhos Tintos
Enate,Syrah (Shiraz),2016.0,4.3,175,Somontano,23.5,Syrah,4,3,Vinhos Tintos
Bodega Campo Eliseo,Campo Eliseo,2009.0,4.3,175,Toro,48.5,Toro Red,5,3,Vinhos Tintos
Leda,Vinas Viejas Tempranillo,2017.0,4.3,174,Castilla y Leon,28.38,Tempranillo,4,2,Vinhos Tintos
Contino,Rioja Graciano,2016.0,4.3,174,Rioja,64.75,Rioja Red,4,3,Vinhos Tintos
Bodegas Ximenez-Spinola,Delicado Cosecha Pedro Ximenez,2017.0,4.3,172,Jerez Pedro Ximenes (PX),19.9,Pedro Ximenez,5,1,Vinhos Fortificados
Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albarino,2019.0,4.3,172,Rias Baixas,33.95,Albarino,3,3,Vinhos Brancos
Vinyes Domenech,Teixar,2012.0,4.3,171,Montsant,42.25,Montsant Red,0,0,Vinhos Tintos
Fernandez de Pierola,Vitium Reserva,2010.0,4.3,171,Rioja,27.8,Rioja Red,0,0,Vinhos Tintos
De Muller,Lo Cabalo Reserva,2015.0,4.3,171,Priorato,26.9,Priorat Red,0,0,Vinhos Tintos
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2014.0,4.3,171,Ribera del Duero,245.53,Ribera Del Duero Red,0,0,Vinhos Tintos
Monteabellon,Finca Matambres,2016.0,4.3,170,Ribera del Duero,28.3,Ribera Del Duero Red,0,0,Vinhos Tintos
Oxer Wines,Suzzane Rioja,2016.0,4.3,168,Rioja,37.29,Rioja Red,0,0,Vinhos Tintos
Pepe Mendoza Casa Agricola,Giro de Abargues,2019.0,4.3,167,Alicante,23.5,Red,0,0,Vinhos Tintos
De Moya,Sofia,2016.0,4.3,166,Valencia,18.9,Red,0,0,Vinhos Tintos
Vinos Guerra,Reserva Vermouth Rojo,,4.3,166,Bierzo,8.95,,0,0,Outros
Neo,Punta Esencia,2011.0,4.3,163,Ribera del Duero,32.45,Ribera Del Duero Red,0,0,Vinhos Tintos
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2013.0,4.3,163,Ribera del Duero,41.28,Ribera Del Duero Red,0,0,Vinhos Tintos
Castano,Casa Cisca Monastrell,2010.0,4.3,161,Yecla,33.77,Monastrell,0,0,Vinhos Tintos
Scala Dei,Pla dels Angels Rosado,2019.0,4.3,160,Priorato,23.0,,0,0,Outros
Vina Pedrosa,Gran Reserva,2009.0,4.3,159,Ribera del Duero,67.0,Ribera Del Duero Red,0,0,Vinhos Tintos
Terra d'Uro,Uro,2015.0,4.3,155,Toro,31.45,Toro Red,0,0,Vinhos Tintos
Zarate,Tras da Vina Albarino,2018.0,4.3,155,Rias Baixas,33.67,Albarino,0,0,Vinhos Brancos
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2006.0,4.3,155,Cava,87.39,Cava,0,0,Vinhos Espumantes
La Rioja Alta,Rioja Gran Reserva 904,1989.0,4.3,154,Rioja,150.0,Rioja Red,0,0,Vinhos Tintos
Vizcarra,Ribera del Duero Torralvo,2016.0,4.3,153,Ribera del Duero,45.48,Ribera Del Duero Red,0,0,Vinhos Tintos
Mas d'en Gil,Clos Fonta Priorat,2007.0,4.3,153,Priorato,125.0,Priorat Red,0,0,Vinhos Tintos
Vinyes Domenech,Teixar,2014.0,4.3,151,Montsant,39.5,Montsant Red,0,0,Vinhos Tintos
Allende,Calvario Rioja,2004.0,4.3,150,Rioja,90.0,Rioja Red,0,0,Vinhos Tintos
Recaredo,Serral del Vell Brut Nature,2013.0,4.3,149,Cava,44.41,Cava,0,0,Vinhos Espumantes
Noelia Bebelia,Albarino,2019.0,4.3,150,Rias Baixas,21.5,Albarino,0,0,Vinhos Brancos
Marti Fabra,Masia Carreras Negre,2018.0,4.3,149,Emporda,20.59,Red,0,0,Vinhos Tintos
St. Petroni,Branco Vermu,,4.3,148,Galicia,13.95,,0,0,Outros
Palmeri Sicilia,Palmeri Navalta Garnacha,2016.0,4.2,151,Campo de Borja,28.9,Grenache,5,3,Vinhos Tintos
Remelluri,Rioja Blanco,2015.0,4.3,146,Rioja,56.89,Rioja White,3,3,Vinhos Brancos
Pradorey,Elite,2018.0,4.3,145,Ribera del Duero,30.92,Ribera Del Duero Red,5,3,Vinhos Tintos
Ukan Winery,Tinto,2018.0,4.3,145,Rioja Alavesa,39.9,Rioja Red,4,3,Vinhos Tintos
Tinto Pesquera,Reserva,2002.0,4.3,144,Ribera del Duero,65.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Tinto Pesquera,Gran Reserva,1995.0,4.3,142,Ribera del Duero,146.05,Ribera Del Duero Red,5,3,Vinhos Tintos
Mas Que Vinos,La Plazuela,2015.0,4.3,141,Castilla,44.05,Red,4,3,Vinhos Tintos
Arzuaga,Gran Reserva Ribera del Duero,2014.0,4.3,140,Ribera del Duero,62.56,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Estraunza,Solar de Estraunza Reserva,2014.0,4.3,140,Rioja,9.88,Tempranillo,4,2,Vinhos Tintos
Beronia,III a.C,2011.0,4.3,140,Rioja,46.16,Rioja Red,4,3,Vinhos Tintos
Valquejigoso,V2 Tinto,2007.0,4.3,140,Madrid,48.54,Red,4,3,Vinhos Tintos
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2011.0,4.3,139,Rioja,97.5,Rioja Red,4,3,Vinhos Tintos
Telmo Rodriguez,Matallana,2014.0,4.3,138,Ribera del Duero,42.0,Ribera Del Duero Red,5,3,Vinhos Tintos
